future_temp,datetime
13.127500000000001,2022-08-03 00:15:00
13.355,2022-08-03 00:30:00
13.5825,2022-08-03 00:45:00
13.81,2022-08-03 01:00:00
13.83,2022-08-03 01:15:00
13.850000000000001,2022-08-03 01:30:00
13.870000000000001,2022-08-03 01:45:00
13.89,2022-08-03 02:00:00
13.8825,2022-08-03 02:15:00
13.875,2022-08-03 02:30:00
13.8675,2022-08-03 02:45:00
13.86,2022-08-03 03:00:00
13.809999999999999,2022-08-03 03:15:00
13.76,2022-08-03 03:30:00
13.71,2022-08-03 03:45:00
13.66,2022-08-03 04:00:00
13.6525,2022-08-03 04:15:00
13.645,2022-08-03 04:30:00
13.637500000000001,2022-08-03 04:45:00
13.63,2022-08-03 05:00:00
13.557500000000001,2022-08-03 05:15:00
13.485,2022-08-03 05:30:00
13.4125,2022-08-03 05:45:00
13.34,2022-08-03 06:00:00
13.3125,2022-08-03 06:15:00
13.285,2022-08-03 06:30:00
13.2575,2022-08-03 06:45:00
13.23,2022-08-03 07:00:00
13.252500000000001,2022-08-03 07:15:00
13.275,2022-08-03 07:30:00
13.2975,2022-08-03 07:45:00
13.32,2022-08-03 08:00:00
13.425,2022-08-03 08:15:00
13.530000000000001,2022-08-03 08:30:00
13.635,2022-08-03 08:45:00
13.74,2022-08-03 09:00:00
13.7725,2022-08-03 09:15:00
13.805,2022-08-03 09:30:00
13.837499999999999,2022-08-03 09:45:00
13.87,2022-08-03 10:00:00
14.022499999999999,2022-08-03 10:15:00
14.175,2022-08-03 10:30:00
14.3275,2022-08-03 10:45:00
14.48,2022-08-03 11:00:00
14.5875,2022-08-03 11:15:00
14.695,2022-08-03 11:30:00
14.8025,2022-08-03 11:45:00
14.91,2022-08-03 12:00:00
14.995000000000001,2022-08-03 12:15:00
15.08,2022-08-03 12:30:00
15.165,2022-08-03 12:45:00
15.25,2022-08-03 13:00:00
15.3425,2022-08-03 13:15:00
15.434999999999999,2022-08-03 13:30:00
15.5275,2022-08-03 13:45:00
15.62,2022-08-03 14:00:00
15.6325,2022-08-03 14:15:00
15.645,2022-08-03 14:30:00
15.657499999999999,2022-08-03 14:45:00
15.67,2022-08-03 15:00:00
15.61,2022-08-03 15:15:00
15.55,2022-08-03 15:30:00
15.49,2022-08-03 15:45:00
15.43,2022-08-03 16:00:00
15.2875,2022-08-03 16:15:00
15.145,2022-08-03 16:30:00
15.0025,2022-08-03 16:45:00
14.86,2022-08-03 17:00:00
14.7025,2022-08-03 17:15:00
14.545,2022-08-03 17:30:00
14.3875,2022-08-03 17:45:00
14.23,2022-08-03 18:00:00
14.065000000000001,2022-08-03 18:15:00
13.9,2022-08-03 18:30:00
13.735,2022-08-03 18:45:00
13.57,2022-08-03 19:00:00
13.5225,2022-08-03 19:15:00
13.475000000000001,2022-08-03 19:30:00
13.4275,2022-08-03 19:45:00
13.38,2022-08-03 20:00:00
13.5,2022-08-03 20:15:00
13.620000000000001,2022-08-03 20:30:00
13.74,2022-08-03 20:45:00
13.86,2022-08-03 21:00:00
13.93,2022-08-03 21:15:00
14.0,2022-08-03 21:30:00
14.07,2022-08-03 21:45:00
14.14,2022-08-03 22:00:00
14.0975,2022-08-03 22:15:00
14.055,2022-08-03 22:30:00
14.012500000000001,2022-08-03 22:45:00
13.97,2022-08-03 23:00:00
13.9825,2022-08-03 23:15:00
13.995000000000001,2022-08-03 23:30:00
14.0075,2022-08-03 23:45:00
14.02,2022-08-04 00:00:00
